child_value,danaos_co_code,database,company,short_name,name,managed_by,company_group,chart,company_type,base_currency,remarks,group_flag_1,group_flag_2,official_currency,global_vessel_id,create_intercompanies,is_filing,active_flag,company_level,bank_ledger,group_details_from,group_details_to,tonnage_tax_from,tonnage_tax_to,vat_group_from,vat_group_to,incexp_managed_by
8101,2,OFFICE,2,OE.LEV SAMAMA-Zo,R.L. Samama (Zodiac),12,Z,C,V,USD,New company created for payment of expenses,1,1,USD,,Y,Y,N,0,,,,,,,,
4152,38,QPSL,38,Longleigh Limted,Longleigh Limted,38,R,C,M,USD,,1,3,USD,,Y,Y,Y,0,,,,,,,,
5615,38,QCT,38,Longleigh Limted,Longleigh Limted,38,R,C,M,USD,,1,3,USD,,Y,Y,Y,0,,,,,,,,
4152,38,EPS,38,Longleigh Limted,Longleigh Limted,38,R,C,M,USD,,1,3,USD,,Y,Y,Y,0,,,,,,,,
4241,50,QPSL,50,QPS Ventures,QPS Ventures,50,Y,C,M,USD,,1,3,USD,,Y,Y,N,0,,,,,,,,
4153,39,QPSL,39,EPC (7),Eastern Pacific Chartering (7) Inc,39,R,C,M,USD,,1,3,USD,,Y,Y,Y,0,,,,,,,,
4153,39,EPS,39,EPC (7),Eastern Pacific Chartering (7) Inc,39,R,C,M,USD,,1,3,USD,,Y,Y,Y,0,,,,,,,,
4741,40,QPSL,40,EPS UK,EPS UK,40,U,C,M,USD,,1,3,USD,,Y,Y,Y,0,,,,,,,,
4741,40,EPS,40,EPS UK,EPS UK,40,U,C,M,USD,,1,3,USD,,Y,Y,Y,0,,,,,,,,
4154,2145,,2145,MOUNT CARMEL,MOUNT CARMEL,13,R,C,V,USD,"Ex Cape Lilac. Delivered fm Owner (Fairwind Nav & Mizuho Sangyo) to BB Chtr (EPC (10)) on 30/6/17 1030 LT, 0130 GMT",1,1,USD,,Y,Y,Y,0,,,,,,,,
4155,1422,,1422,BANDA SEA,BANDA SEA,13,R,C,V,USD,"Ex BM Mimosa, bb charter fm Asian Cruiser wef13/7/12,fm FOSI to PW-Sep12 reportg, TPM to EPS mgt wef13/11/13",1,1,USD,,Y,Y,Y,0,,,,,,,,
4156,2023,,2023,BELLA,BELLA,13,R,C,V,USD,"Name chg fm Ex MSC Bellatrix to Bella on 12/4/15 at 2000 hrs LT, Ex Norasia Bellatrix",1,1,USD,,Y,Y,Y,0,,,,,,,,
4157,2004,,2004,BOTSWANA N,BOTSWANA N,13,X,C,V,USD,,1,1,USD,,Y,Y,Y,0,,,,,,,,
4479,46,QPSL,46,Woods Finance,Woods Finance Inc,40,U,C,M,USD,,1,3,USD,,Y,Y,Y,0,,,,,,,,
4479,46,EPS,46,Woods Finance,Woods Finance Inc,40,U,C,M,USD,,1,3,USD,,Y,Y,Y,0,,,,,,,,
4761,47,QPSL,47,Scotton Holdings,Scotton Holdings Inc,40,U,C,M,USD,,1,3,USD,,Y,Y,Y,0,,,,,,,,
4761,47,EPS,47,Scotton Holdings,Scotton Holdings Inc,40,U,C,M,USD,,1,3,USD,,Y,Y,Y,0,,,,,,,,
4343,1139,,1139,SAVANNAH,SAVANNAH,13,P,C,V,USD,"Ex Eagle Sagitta, Mgt trf from TPMS to EPS on 27/11/13",1,1,USD,,Y,Y,Y,0,,,,,,,,
4371,49,,49,Tankers Brazil,Tankers Brazil,40,U,C,M,USD,,1,3,USD,,Y,Y,Y,0,,,,,,,,
4372,52,,52,SA Tanker Co,South American Tanker Company SA,40,U,C,M,USD,,1,3,USD,,Y,Y,Y,0,,,,,,,,
6161,48,QPSL,48,Arzel BVI,Arzel Shipping Inc,40,U,C,M,USD,,1,3,USD,,Y,Y,Y,0,,,,,,,,
6161,48,EPS,48,Arzel BVI,Arzel Shipping Inc,40,U,C,M,USD,,1,3,USD,,Y,Y,Y,0,,,,,,,,
4472,2090,,2090,LAKE KIVU,LAKE KIVU,40,U,C,V,USD,EX CSAV RIO IMPERIAL,1,1,USD,,Y,Y,Y,0,,,,,,,,
4473,2086,,2086,KOWLOON BAY,KOWLOON BAY,40,U,C,V,USD,"Name chg fm Pusan to Kowloon Bay wef 4/4/17, previously name chg fm Zim Pusan to Pusan wef 29/5/14",1,1,USD,,Y,Y,Y,0,,,,,,,,
4474,2093,,2093,LAKE WANAKA,LAKE WANAKA,40,U,C,V,USD,Name chg from Triumph to Lake Wanaka wef 28/6/19,1,1,USD,,Y,Y,Y,0,,,,,,,,
4476,2088,,2088,LAKE SUPERIOR,LAKE SUPERIOR,40,U,C,V,USD,Name chg fm CSAV Rio Aysen on 25/8/16,1,1,USD,,Y,Y,Y,0,,,,,,,,
5005,2013,,2013,MOUNT APO,MOUNT APO,13,W,C,V,USD,Name chg from Cape Seagull to Mount Apo on 31/7/15,1,1,USD,,Y,Y,Y,0,,,,,,,,
4478,2091,,2091,LAKE TAUPO,LAKE TAUPO,40,U,C,V,USD,"Ex Morning Miracle, Name chg to Lake Taupo on 9/2/17",1,1,USD,,Y,Y,Y,0,,,,,,,,
5501,2013,,2013,MOUNT APO,MOUNT APO,13,W,C,V,USD,Name chg from Cape Seagull to Mount Apo on 31/7/15,1,1,USD,,Y,Y,Y,0,,,,,,,,
4481,2071,,2071,HAMBURG BAY,HAMBURG BAY,40,U,C,V,USD,"Name chg fm Zim Hamburg to Hamburg Bay wef 25/9/16, Ex APL Tokyo - name chg wef 11/4/14",1,1,USD,,Y,Y,Y,0,,,,,,,,
4153,2036,QPSL,2036,MOUNT NEVIS,MOUNT NEVIS,13,R,C,V,USD,"Ex Cape Harrier, Redy fm TC fm Disp Owner Edelweiss,simult. del into BB chtr fm owner Fair Wind on 14/5/15 0700 LT",1,1,USD,,Y,Y,Y,0,,,,,,,,
4153,2036,EPS,2036,MOUNT NEVIS,MOUNT NEVIS,13,R,C,V,USD,"Ex Cape Harrier, Redy fm TC fm Disp Owner Edelweiss,simult. del into BB chtr fm owner Fair Wind on 14/5/15 0700 LT",1,1,USD,,Y,Y,Y,0,,,,,,,,
4153,2070,QPSL,2070,KENT,KENT,13,R,C,V,USD,,1,1,USD,,Y,Y,Y,0,,,,,,,,
4762,2075,,2075,HYUNDAI LONG BEA,HYUNDAI LONG BEACH,40,U,C,V,USD,,1,1,USD,,Y,Y,Y,0,,,,,,,,
4763,2079,,2079,HYUNDAI TACOMA,HYUNDAI TACOMA,40,U,C,V,USD,,1,1,USD,,Y,Y,Y,0,,,,,,,,
4153,2070,EPS,2070,KENT,KENT,13,R,C,V,USD,,1,1,USD,,Y,Y,Y,0,,,,,,,,
4153,2072,QPSL,2072,BOTSWANA,BOTSWANA,13,R,C,V,USD,,1,1,USD,,Y,Y,Y,0,,,,,,,,
4153,2072,EPS,2072,BOTSWANA,BOTSWANA,13,R,C,V,USD,,1,1,USD,,Y,Y,Y,0,,,,,,,,
4783,2174,,2174,SCARLET RAY,SCARLET RAY,13,P,C,V,USD,"Ex Hull 653. Del on 19/2/20 1030 hrs LT, 0130 hrs GMT, Straight BB fm Owner - 1-Shipping to BB Chtr - EPC (18)",1,1,USD,,Y,Y,Y,0,,,,,,,,
4784,2182,,2182,INDIGO RAY,INDIGO RAY,13,P,C,V,USD,"Ex BW Boron. Vsl delivered on 23/719 0748 hrs LT, 0548 hrs GMT, with simultaneious sale & BB chtr back to EPC (24)",1,1,USD,,Y,Y,Y,0,,,,,,,,
4785,2183,,2183,LAVENDER RAY,LAVENDER RAY,13,P,C,V,USD,"Ex BW Helium. Delivered on 17/9/19 0415 LT, 0215 GMT,  with simultaneous sale & BB Chtr back to EPC (25) Inc",1,1,USD,,Y,Y,Y,0,,,,,,,,
4786,2184,,2184,RADIANT RAY,RADIANT RAY,13,P,C,V,USD,"Ex BW Iridium. Vsl delivered on 17/10/19 @ 0848 LT, 0648 GMT, with simultaneous sale & BB Chtr back to EPC (26) Inc",1,1,USD,,Y,Y,Y,0,,,,,,,,
4787,2185,,2185,SUNRISE RAY,SUNRISE RAY,13,P,C,V,USD,"Ex BW Radon. Vsl delivered on 30/12/19 @ 0740 LT, 0340 GMT, with simultaneous sale & BB Chtr back to EPC (27) Inc",1,1,USD,,Y,Y,Y,0,,,,,,,,
4788,2066,,2066,SILVER RAY,SILVER RAY,13,P,C,V,USD,"Ex Kenton Park, name chg wef 4/3/14",1,1,USD,,Y,Y,Y,0,,,,,,,,
4789,2062,,2062,GOLDEN RAY,GOLDEN RAY,13,P,C,V,USD,"Ex Beihai Park, name change wef 5/2/14",1,1,USD,,Y,Y,Y,0,,,,,,,,
4791,2150,,2150,LILAC RAY,LILAC RAY,13,P,C,V,USD,"Ex Hull 643. Del on 27/2/20 1200 hrs LT, 0300 hrs GMT, Straight BB fm Owner-Friend Shine to BB Chtr-Jena Maritime Inc",1,1,USD,,Y,Y,Y,0,,,,,,,,
4792,2067,,2067,EBONY RAY,EBONY RAY,13,P,C,V,USD,"Ex MILLENNIUM PARK, name changed wef 6/3/14",1,1,USD,,Y,Y,Y,0,,,,,,,,
4793,2065,,2065,IVORY RAY,IVORY RAY,13,P,C,V,USD,"Ex HIGHBURY PARK, name chg wef 6/3/14",1,1,USD,,Y,Y,Y,0,,,,,,,,
4153,2082,QPSL,2082,MOZAMBIQUE,MOZAMBIQUE,13,R,C,V,USD,,1,1,USD,,Y,Y,Y,0,,,,,,,,
4991,2158,,2158,CRIMSON RAY,CRIMSON RAY,13,P,C,V,USD,"Ex Arabian Orchid, delivered on 8/12/17 1140 LT, 0340 GMT",1,1,USD,,Y,Y,Y,0,,,,,,,,
4153,2082,EPS,2082,MOZAMBIQUE,MOZAMBIQUE,13,R,C,V,USD,,1,1,USD,,Y,Y,Y,0,,,,,,,,
5002,2050,,2050,WUGANG CAIFU,WUGANG CAIFU,13,W,C,V,USD,,1,1,USD,,Y,Y,Y,0,,,,,,,,
5003,2048,,2048,SHAGANG GIANT,SHAGANG GIANT,13,W,C,V,USD,,1,1,USD,,Y,Y,Y,0,,,,,,,,
5004,2045,,2045,HANDAN STEEL,HANDAN STEEL,13,W,C,V,USD,,1,1,USD,,Y,Y,Y,0,,,,,,,,
4475,2085,,2085,JACKSON BAY,JACKSON BAY,40,U,C,V,USD,Name chg fm Zim India to Jackson Bay on 8/9/18,1,1,USD,,Y,Y,Y,0,,,,,,,,
5006,2016,,2016,WESTGATE,WESTGATE,13,W,C,V,USD,,1,1,USD,,Y,Y,Y,0,,,,,,,,
5007,2135,,2135,MOUNT ULURU,MOUNT ULURU,13,W,C,V,USD,"Ex Atlantic Maru.Del from Seller, then to new Owners, simultaneously del into bb chtr on 4Dec15 0621 hrs LT, 0521 GMT ",1,1,USD,,Y,Y,Y,0,,,,,,,,
5008,2136,,2136,MOUNT SINAI,MOUNT SINAI,13,W,C,V,USD,"Ex Shagang First. Del fm Seller, then to new Owners, simultaneoulsy del into bb Chtr on 9Dec15 1031 hrs LT, 0231 GMT",1,1,USD,,Y,Y,Y,0,,,,,,,,
5009,2137,,2137,MOUNT AUSTIN,MOUNT AUSTIN,13,W,C,V,USD,Ex First Emu. Delivered into BB chtr on 7 Dec 15 15:20 LT 07:20 GMT,1,1,USD,,Y,Y,Y,0,,,,,,,,
5011,2138,,2138,MOUNT HERMON,MOUNT HERMON,13,W,C,V,USD,"Ex Megalodon, Del fm seller, then to new owners and simult del into BB chtr fm new owner on26/1/16 1428 LT, 0528 GM",1,1,USD,,Y,Y,Y,0,,,,,,,,
5012,2139,,2139,MOUNT BOLIVAR,MOUNT BOLIVAR,13,W,C,V,USD,"Ex Hull S-8156. Del fm seller, then to new owners and simult del into BB chtr fm new owner on 30/3/16 1000LT 0100GMT",1,1,USD,,Y,Y,Y,0,,,,,,,,
5013,2141,,2141,DAIMONGATE,DAIMONGATE,13,W,C,V,USD,Hull S-Z399. Del on 30/8/17 w simult BB Chtr to Disp owner: EPC (9)Owner:Takanawa Line(20%)&Toyo Kaiun Co(80%),1,1,USD,,Y,Y,Y,0,,,,,,,,
4477,2085,,2085,JACKSON BAY,JACKSON BAY,40,U,C,V,USD,Name chg fm Zim India to Jackson Bay on 8/9/18,1,1,USD,,Y,Y,Y,0,,,,,,,,
5015,2060,,2060,CRYSTALGATE,CRYSTALGATE,13,W,C,V,USD,,1,1,USD,,Y,Y,Y,0,,,,,,,,
5016,2032,,2032,DEVONGATE,DEVONGATE,13,W,C,V,USD,"Ex DACKS HULL DE017, delivered from DACKS Shipyard in China on 21/8/14 at 09:40 hrs LT (01:40 hrs GMT)",1,1,USD,,Y,Y,Y,0,,,,,,,,
5017,2030,,2030,INDIAN FRIENDSHI,INDIAN FRIENDSHIP,13,W,C,V,USD,NB - Hull S-1449 STX Cape 1,1,1,USD,,Y,Y,Y,0,,,,,,,,
5018,2196,,2196,HULL 1531,HULL 1531,13,W,C,V,USD,,1,1,USD,,Y,Y,Y,0,,,,,,,,
5019,2197,,2197,HULL 1532,HULL 1532,13,W,C,V,USD,,1,1,USD,,Y,Y,Y,0,,,,,,,,
5021,2061,,2061,STARGATE,STARGATE,13,W,C,V,USD,,1,1,USD,,Y,Y,Y,0,,,,,,,,
5022,2059,,2059,BRIDGEGATE,BRIDGEGATE,13,W,C,V,USD,,1,1,USD,,Y,Y,Y,0,,,,,,,,
5023,2052,,2052,MOUNT OPHIR,MOUNT OPHIR,13,W,C,V,USD,"Name chg fm Cape Gannet to Mount Ophir on 10/8/15. Ex Cape Condor-vsl Cht in till 25/11/13,pur by Nefstep Marine Inc",1,1,USD,,Y,Y,Y,0,,,,,,,,
5024,2157,,2157,DIVINEGATE,DIVINEGATE,13,W,C,V,USD,"Ex Hull DE046. Delivered on 15/3/19 at 0831 hrs LT, 0031 hrs GMT",1,1,USD,,Y,Y,Y,0,,,,,,,,
5025,2026,,2026,INDIAN HARMONY,INDIAN HARMONY,13,W,C,V,USD,"STX PANAMAX 1567, delivered on 15/11/13",1,1,USD,,Y,Y,Y,0,,,,,,,,
5026,2028,,2028,INDIAN SOLIDARIT,INDIAN SOLIDARITY,13,W,C,V,USD,EX STX PANAMAX 1568 - Delivered fm yard on 7/1/14,1,1,USD,,Y,Y,Y,0,,,,,,,,
5027,2146,,2146,HULL 754,HULL 754,13,X,C,V,USD,,1,1,USD,,Y,Y,Y,0,,,,,,,,
6522,2124,QPSL,2124,MSC DIANA,MSC DIANA,13,Q,C,V,USD,"Ex Hull 2138. Deliver fm builder to buyer (Tiny Box) with simutaneous delivery to BB Chtr on 30/6/16 1045 LT, 0145 GMT",1,1,USD,,Y,Y,Y,0,,,,,,,,
6522,2124,QUBIC,2124,MSC DIANA,MSC DIANA,13,Q,C,V,USD,"Ex Hull 2138. Deliver fm builder to buyer (Tiny Box) with simutaneous delivery to BB Chtr on 30/6/16 1045 LT, 0145 GMT",1,1,USD,,Y,Y,Y,0,,,,,,,,
6522,2124,EPS,2124,MSC DIANA,MSC DIANA,13,Q,C,V,USD,"Ex Hull 2138. Deliver fm builder to buyer (Tiny Box) with simutaneous delivery to BB Chtr on 30/6/16 1045 LT, 0145 GMT",1,1,USD,,Y,Y,Y,0,,,,,,,,
5204,2191,,2191,DENVER,DENVER,13,P,C,V,USD,"Ex Ernest N. Vsl delivered on 11/9/19 0615 LT, 1115 GMT",1,1,USD,,Y,Y,Y,0,,,,,,,,
5205,2192,,2192,HELSINKI,HELSINKI,13,P,C,V,USD,"Ex George N. Vessel delivered on 17/10/19 1116 Singapore Time, 0316 GMT",1,1,USD,,Y,Y,Y,0,,,,,,,,
5206,2103,,2103,CAMBRIDGE,CAMBRIDGE,13,P,C,V,USD,"Ex Camberley, vsl delivered on 10/3/14",1,1,USD,,Y,Y,Y,0,,,,,,,,
5207,2193,,2193,TOKYO,TOKYO,13,P,C,V,USD,"Ex Jenny N. Vessel delivered on 19/9/19 1212 LT, 0312 GMT",1,1,USD,,Y,Y,Y,0,,,,,,,,
5208,2105,,2105,MANITOBA,MANITOBA,13,P,C,V,USD,"Ex Hull 8178. Delivered on 26/10/16 @ 1700 LT, 0800 hrs GMT",1,1,USD,,Y,Y,Y,0,,,,,,,,
6523,2125,QPSL,2125,MSC INGY,MSC INGY,13,Q,C,V,USD,"Ex Hull 2139. Deliver fm builder to buyer(Jumbo Box) with simutaneous dely to BB Chtr on 6/7/16 0935 LT, 0035 GMT",1,1,USD,,Y,Y,Y,0,,,,,,,,
5211,2108,,2108,ONTARIO,ONTARIO,13,P,C,V,USD,Ex Hull 8180. Vessel delivered fm Builder on 16/2/17 1530 hrs LT 0630 GMT,1,1,USD,,Y,Y,Y,0,,,,,,,,
5212,2109,,2109,QUEBEC,QUEBEC,13,P,C,V,USD,Ex Hull 8181.  Vsl delivered from Builder on 28/4/17 1425 hrs LT 0525 GMT,1,1,USD,,Y,Y,Y,0,,,,,,,,
5213,2106,,2106,NOVA SCOTIA,NOVA SCOTIA,13,P,C,V,USD,Ex HULL HULL 8179. Delivered from Builder on 30/11/16 1515 hrs LT 0615 GMT,1,1,USD,,Y,Y,Y,0,,,,,,,,
6523,2125,QUBIC,2125,MSC INGY,MSC INGY,13,Q,C,V,USD,"Ex Hull 2139. Deliver fm builder to buyer(Jumbo Box) with simutaneous dely to BB Chtr on 6/7/16 0935 LT, 0035 GMT",1,1,USD,,Y,Y,Y,0,,,,,,,,
5402,2171,,2171,LAKE TAUPO - H,LAKE TAUPO - H,40,U,C,M,USD,,1,3,USD,,Y,Y,Y,0,,,,,,,,
5403,2170,,2170,LAKE KIVU - H,LAKE KIVU - H,40,U,C,M,USD,,1,3,USD,,Y,Y,Y,0,,,,,,,,
5404,2092,,2092,LAKE COMO,LAKE COMO,13,W,C,V,USD,,1,1,USD,,Y,Y,Y,0,,,,,,,,
5502,2064,,2064,GREEN RAY,GREEN RAY,13,P,C,V,USD,"Ex Green Park, name changed wef 27/2/14",1,1,USD,,Y,Y,Y,0,,,,,,,,
5503,2063,,2063,YELLOW RAY,YELLOW RAY,13,P,C,V,USD,"Ex Belsize Park, name chg to Yellow Ray on 2/2/14",1,1,USD,,Y,Y,Y,0,,,,,,,,
5504,2068,,2068,AMBER RAY,AMBER RAY,13,P,C,V,USD,"Ex PRINCES PARK, name change wef 6/5/14",1,1,USD,,Y,Y,Y,0,,,,,,,,
6523,2125,EPS,2125,MSC INGY,MSC INGY,13,Q,C,V,USD,"Ex Hull 2139. Deliver fm builder to buyer(Jumbo Box) with simutaneous dely to BB Chtr on 6/7/16 0935 LT, 0035 GMT",1,1,USD,,Y,Y,Y,0,,,,,,,,
5506,2156,,2156,LIONSGATE,LIONSGATE,13,W,C,V,USD,"Delivered fm Builder and then to buyer Nanua Marine Ltd on 5/3/19 at 1047 hrs LT, 0247 hrs GMT",1,1,USD,,Y,Y,Y,0,,,,,,,,
5507,2147,,2147,HULL 755,HULL 755,13,X,C,V,USD,,1,1,USD,,Y,Y,Y,0,,,,,,,,
6524,2126,QPSL,2126,MSC ELOANE,MSC ELOANE,13,Q,C,V,USD,"Ex Hull 2140. Deliver fm builder to buyer(Mega Box) with simutaneous dely to BB Chtr on 28/9/16 1010 LT, 0110 GMT",1,1,USD,,Y,Y,Y,0,,,,,,,,
6524,2126,QUBIC,2126,MSC ELOANE,MSC ELOANE,13,Q,C,V,USD,"Ex Hull 2140. Deliver fm builder to buyer(Mega Box) with simutaneous dely to BB Chtr on 28/9/16 1010 LT, 0110 GMT",1,1,USD,,Y,Y,Y,0,,,,,,,,
6524,2126,EPS,2126,MSC ELOANE,MSC ELOANE,13,Q,C,V,USD,"Ex Hull 2140. Deliver fm builder to buyer(Mega Box) with simutaneous dely to BB Chtr on 28/9/16 1010 LT, 0110 GMT",1,1,USD,,Y,Y,Y,0,,,,,,,,
6525,2127,QPSL,2127,MSC MIRJAM,MSC MIRJAM,13,Q,C,V,USD,"Ex Hull 2156. Deliver fm builder to buyer(Giant Box) with simutaneous dely to BB Chtr on 17/11/16 1000 LT, 0100 GMT",1,1,USD,,Y,Y,Y,0,,,,,,,,
6525,2127,QUBIC,2127,MSC MIRJAM,MSC MIRJAM,13,Q,C,V,USD,"Ex Hull 2156. Deliver fm builder to buyer(Giant Box) with simutaneous dely to BB Chtr on 17/11/16 1000 LT, 0100 GMT",1,1,USD,,Y,Y,Y,0,,,,,,,,
6525,2127,EPS,2127,MSC MIRJAM,MSC MIRJAM,13,Q,C,V,USD,"Ex Hull 2156. Deliver fm builder to buyer(Giant Box) with simutaneous dely to BB Chtr on 17/11/16 1000 LT, 0100 GMT",1,1,USD,,Y,Y,Y,0,,,,,,,,
6526,2128,QPSL,2128,MSC RIFAYA,MSC RIFAYA,13,Q,C,V,USD,"Ex Hull 2157. Deliver fm builder to buyer(Titan Box) with simutaneous dely to BB Chtr on 9/2/17 1040 LT, 0140 GMT",1,1,USD,,Y,Y,Y,0,,,,,,,,
6526,2128,QUBIC,2128,MSC RIFAYA,MSC RIFAYA,13,Q,C,V,USD,"Ex Hull 2157. Deliver fm builder to buyer(Titan Box) with simutaneous dely to BB Chtr on 9/2/17 1040 LT, 0140 GMT",1,1,USD,,Y,Y,Y,0,,,,,,,,
5619,1238,,1238,ROSS SEA,ROSS SEA,13,C,C,V,USD,"Ex Hull S-771, Sasebo NB-del on 20/7/11, vsl grp chg fm FOSI to PW in 2011, mgt chg fm TPM to EPS wef 26/11/13",1,1,USD,,Y,Y,Y,0,,,,,,,,
5621,2121,,2121,LIGURIAN SEA,LIGURIAN SEA,13,C,C,V,USD,"Ex Smart Lady, Vsl delivered on18th December 2014 at 1715 hours LT (1015 Hours GMT).",1,1,USD,,Y,Y,Y,0,,,,,,,,
5622,2132,,2132,MARMARA SEA,MARMARA SEA,13,C,C,V,USD,"Ex Asian Sapphire. Delivered fm Seller, Afra 1 International in Singapore on 5 Jun 2015 @ 0918 hrs GMT",1,1,USD,,Y,Y,Y,0,,,,,,,,
